SqFt,address,age,bath,bedrooms,crime,description,features,floorplan,incm_restr,neighborhood,price,site 
,"Brooklyn, NY, 11209, (",12 days on Trulia,2 full Bathrooms,2 Bedrooms,Low,"LARGE 2bed/2bath with 2 Balconies in new Construction Building with Atrium and Laundry-Room. Bay Ridge covers three square miles next to New York Harbor, with a population of about 80,000, according to census figures.The neighborhood has mostly absorbed Fort Hamilton  the area around the Army base south of 86th Street, which is Bay Ridge's busiest commercial strip  while at the same time becoming distinct from places like Sunset Park.The R train underneath Fourth Avenue gets commuters to Midtown in about 45 minutes. A number of interborough bus lines serve Bay Ridge, including t","Price: $2,490; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Bay Ridge & Fort Hamilton,"$2,490/mo",trulia
,"Brooklyn, NY, 11210, (",12 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"No Broker Fee/  *Adverting net rent of one month free on a fifteen month lease at $2250  This 3 bedroom has in-unit washer/dryer and is near Brooklyn College. Recently renovated with each apartment featuring a washer & dryer and the kitchens have stainless steel appliances including a dishwasher & microwave. The bedrooms can fit queen sized beds and have good closet space. The bathrooms have medicine cabinets & under-sink storage.  The building is located right around the corner from the Flatbush Avenue shopping corridor, meaning all the shopping is right at your","Price: $2,100; 3 Bedrooms; 1 full Bathroom; Multi-Family; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Flatbush - Ditmas Park,"$2,100/mo",trulia
,"Brooklyn, NY, 11209, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"This one bedroom is tenant occupied until February 15th. The unit is located on a great block. Right near the 77th and 87th street R station. The building is elevator laundry. Tons of closets. eat-in kitchen. Pre-war details still in tacked. The unit has great space, tons of closets, and new kitchen and bath/","Price: $1,700; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman",,,Bay Ridge & Fort Hamilton,"$1,700/mo",trulia
,"Brooklyn, NY, 11226, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Highest,"Gut Renovated Gut Renovated 1 Bed** Around Corner To Park** CHERRY WOOD CABINETS** * Laundry Half Block Away* 25 Min to CityNO BROKER FEEnewly renovated 1 bedroom apartmentLocated Near Prospect Park and B,Q& Shuttle Trains PETS OK_ OUT OF STATE GUARANTORS OKThe apartment boasts:Lots of windows -- great sunlight.Gorgeous WOOD Floors throughoutNewly Renovated kitchenHeat & Hot Water IncludedOn-Site SuperFully tiled bathroomElevator buildingThe apartment is conveniently located just steps from Prospect Park . Also near cafes,","Price: $1,695; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Brick & Galo Realty Corp",,,Flatbush - Ditmas Park,"$1,695/mo",trulia
,"Brooklyn, NY, 11217, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Open House  fantastic NEWLY RENOVATED bring your Queen Size Bed  $2650 net  410 State Street between Bond and Nevins   NO FEE Features:*dishwasher*Hardwood floors...*Great closet space...*Laundry in bldg...*Live in Super... pristine bldg*Heat and water included...*High Ceilings*lots of pre-war detail*elevatortake the #2 or #3 to Hoyt St or Nevinsor the #4 or the #5 to Nevinsor the A C or G to Hoyt Schermerhorthe A,C,2,3,4,5,B,Q,R,F,G trains are all less than .3 miles awayjust","Price: $2,650; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Geraldine Capasso, Lreb",,,Boerum Hill,"$2,650/mo",trulia
,"Brooklyn, NY, 11211, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Gorgeously Renovated 1-Bedrom Plus Home Study Near McCarren Park!   This lovely home features a brand new stainless steel kitchen, huge master bedroom, separate home study, spacious living room right off the kitchen, brand new bathroom plus a small deck right outside!   Just 1 Block to the Graham Ave shopping district!","Price: $2,500; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Greenpoint,"$2,500/mo",trulia
,"Brooklyn, NY, 11211, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Spacious 2-Bedroom Apartment for rent in Williamsburg, Brooklyn!   Apartment features two king size bedrooms, massive sun-lit eat-in-kitchen, extra large bathroom, spacious living room and tons of storage including a walk in closet!   A few short blocks to the Graham Avenue shopping district and L Train.   No pets, sorry.","Price: $2,500; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Greenpoint,"$2,500/mo",trulia
,"Brooklyn, NY, 11221, (",16 days on Trulia,"1 full, 1 partial Bathrooms",3 Bedrooms,High,"Native Real Estate is proud to present 443 Pulaski Street. This Brand New Construction building has everything you could ask for! Several different 3BR layout units ranging from now available for Fall 2017 move in!Building amenities include virtual doorman, laundry, shared backyard and roof access,...Stunning granite kitchen with plenty of counter space, featuring high end stainless steal appliances allow easy cooking. XL Living room area fits a dining and living section .The XL gorgeous bedrooms would easily fit a queen sized beds and a dresser with room to spare! The brand new","Price: $2,700; 3 Bedrooms; 1 full, 1 partial Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Deck; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Native Real Estate Llc; Patio; Courtyard; Garden",,,Bedford - Stuyvesant,"$2,700/mo",trulia
,"Brooklyn, NY, 11226, (",17 days on Trulia,1 full Bathroom,2 Bedrooms,Highest,"Act fast on this gorgeous 2bedroom with washer and dryer in unit! Located in Brooklyn's trending neighborhood Flatbush-Ditmas. With an easy walk to the 2.5 and B.Q subway lines, a newly added Crunch gym, and historical Kings Theatre. Not only is this apartment beautiful, but also enjoy the convenience of short walks to restaurants, bars, coffee shops, grocery stores, pharmacies, and more! Newly Renovated 2 BedroomWasher Dryer In UnitDishwasherHuge ClosetsVideo IntercomFlatbush Ave around corner from the 2.5 or B.Q Subway LinesHeat & Hot Water IncludedNO FEEFirst and SecurityGood","Price: $2,200; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Myspacenyc",,,Flatbush - Ditmas Park,"$2,200/mo",trulia
,"Brooklyn, NY, 11214, (",18 days on Trulia,2 full Bathrooms,3 Bedrooms,Lowest,"Condoelevatorbrand spanking new3bdrm 1 king 2 queenhardwood floors2 full bathrmbalconiescloset space in eah roomstainless steel appliancesdishwasherkitchen has island counter topswindows in all roomhigh ceilingsbalconyparking included prime timesteps to transitwalking to shoppingsteps to restaurantssunnybrightno util includedserious clients only havew2,pay stub.State ida good credit linecall ask for peter at 6467782260(RLNE3845035)","Price: $2,300; 3 Bedrooms; 2 full Bathrooms; Multi-Family; Refrigerator; Dishwasher; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Pchang",,,Bensonhurst,"$2,300/mo",trulia
,"Brooklyn, NY, 11226, (",19 days on Trulia,1 full Bathroom,3 Bedrooms,High,"= Large 3 Bedroom Apartment ....2 Queen Size & 1 Full Size = Newly Renovated Kitchen w/ lots of cabinets and counter space= Lots of closets= Hardwood Floors = Perfect Location : Near Prospect Park, Near Transportation (Q Train-25mns away from city), Restaurants nearby, coffee shops, supermarket & more  = Move in requirements: 1st month rent, 1 month security & Broker's fee","Price: $2,800; Deposit:
                          $2,800; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats, Small dogs; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads; 1,100 sqft",,,Flatbush - Ditmas Park,"$2,800/mo",trulia
,"Brooklyn, NY, 11214, (",19 days on Trulia,2 full Bathrooms,3 Bedrooms,Low,"This Single-Family Home for rent is located at 185 Bay 29th Street, Brooklyn, NY.  185 Bay 29th St is in the Bath Beach neighborhood in Brooklyn, NY and in ZIP Code 11214.    185 Bay 29th St has 3 beds, 2 baths, and approximately 1,500 square feet","Price: $2,600; Deposit:
                          $2,600; 3 Bedrooms; 2 full Bathrooms; Single-Family Home; Washer; Dryer; Status: For Rent; Parking: garage attached; Floors: Hardwood; Balcony; Neighborhood:; Zip:; 1,500 sqft",,,Bath Beach,"$2,600/mo",trulia
,"Brooklyn, NY, 11214, (",19 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,This 1 bedroom walk-in apartment has a spacious living room and an eat-in kitchen. The tenant pays only for electric. Heat and hot water and gas are included in the rent. Available immediately.- WALK IN- PVT ENTRANCE- EIK- FULL BATH- LOTS OF SUNLIGHT- NEAR D TRAIN - BAY PARKWAY STATIONMust Have Proof of income and clean creditBROKERS FEE REQUIRED CALL JC REAL ESTATE 718-513-1885No Pets Allowed(RLNE3348536),"Price: $1,450; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Jc Real Estate",,,Gravesend,"$1,450/mo",trulia
,"Brooklyn, NY, 11208, (",19 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"This rare 3 bedroom apartment is located on the 1st floor of a four story walk-up. Newly painted apartment with freshly polished hard wood floors. Sunny, spacious and has plenty of kitchen cabinets and counter space for cooking. Apartment also has ample closet space. Apartment is shown by OPEN HOUSE ONLY. Please follow posted schedule on this listing and on our website.","Price: $2,100; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Floors: Hardwood; Rooms: 5; Neighborhood:; Zip:; Provided By:
                          Yuco Management; 1,100 sqft",,,East New York,"$2,100/mo",trulia
,"Brooklyn, NY, 11236, (",20 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,"NEWLY RENOVATED 3 BEDROOM Plus Den 1 BATHROOM APARTMENT PRIME CANARSIEThis newly renovated 3 bedroom is located on the beautiful tree line street. One king size bedroom with ample closets and a queen size bedroom. Featuring new appliances, hardwood floors, plenty of cabinets, closets, etc. This is a must see Near the L train, B6, B17, B82, and B103Two Large BedroomsMid size BedroomOffice SpaceSpacious KitchenSpacious Living RoomHeat and Hot Water IncludedNew AppliancesHardwood FloorsMust have verifiable income ($95k plus) and credi","Price: $2,400; 3 Bedrooms; 1 full Bathroom; Townhouse; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Quintess Real Estate Llc; 1,000 sqft",,,Canarsie,"$2,400/mo",trulia
,"Brooklyn, NY, 11216, (",20 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"ONLY HALF MONTH BROKER FEE SPECIALIntroducing a BRAND NEW, three bedroom apartment in the HEART of Crown Heights:THE KITCHEN: This SPACIOUS and MODERN kitchen is everything you could ask for. State of the art STAINLESS STEEL appliances, beautiful GRANITE counter tops and SHEEK modern cabinets. THE BEDROOMS: Three magnificent FULL sized bedrooms each with a CLOSET. Stunning hardwood flooring for a clean and elegant look. THE LIVING ROOM: Spacious and elegant, this living room features hardwood flooring and gets lots of natural SUNLIGHT.THE BATHROOM","Price: $2,350; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Uptown Flats Llc; 1,200 sqft",,,Crown Heights,"$2,350/mo",trulia
,"Brooklyn, NY, 11235, (",20 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Large spacious 1 bedroom in a part time doorman elevator building in Sheepshead Bay, Brooklyn.Features include hardwood floors, extra large living room with dining area, newly renovatedmodern windowed kitchen with stainless steel appliances ,ceramic tiled bathroom, the apartment has great natural light, very large closets,laundry room, swimming pool ,24 hour emergency service, 24 hour security,cable ready, steps away from shopping transportation and great dining, a great opportunity to live in Brooklyn's most desirable neighborhood . Sample photos . Call Agent for viewing Moshe 718-810-2412","Price: $1,725; Deposit:
                          $1,725; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Parking: off street; Floors: Hardwood; Neighborhood:; Zip:; 900 sqft; Disabled Access",,,Sheepshead Bay,"$1,725/mo",trulia
,"Brooklyn, NY, 11217, (",21 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,"Welcome to this large, charming and renovated top floor 2 bedroom, 2 bathroom (one with bathtub) with semi-private roof deck access in a Park Slope townhouse, three flights up. Enjoy features that include a washer/ dryer, a wood burning fireplace, an open kitchen with stainless appliances including a dishwasher, substantial closet space, and all refinished wood floors. The en-suite, king sized master bedroom overlooks the townhouse gardens and views of Brooklyn and the second bedroom comfortably fits a queen sized bed. Centrally located to all the shopping and dining on Seventh Avenue a","Price: $4,350; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Fireplace; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Corcoran; 1,000 sqft",,,Park Slope,"$4,350/mo",trulia
,"Brooklyn, NY, 11211, (",21 days on Trulia,2 full Bathrooms,3 Bedrooms,Low,"One of the most beautiful apartment for rent in Williamsburg. This Penthouse is a brand new three bedroom (3BR) two bath (2Bath) duplex with two private outdoor terraces. Upon entering the residence, owners are greeted by double height, floor to ceiling windows that open on to a generous south facing roof terrace. The upper portion of the duplex offers an additional terrace facing Manhattan. The interiors at 251 Withers were thoughtfully executed. Special features include a central heating and cooling system with linear ceiling air diffusers installed to maximize efficiency","Price: $5,000; 3 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman; 1,145 sqft",,,Greenpoint,"$5,000/mo",trulia
